{5, 10, 0., 498.5445138888889, 0., 498.5445138888889, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 14, 0, 24, 2}
{1, 9, 276.079375, 1170.5797685185184, 0., 894.4587268518519, 0, 996, 0, 0, 35, 298, 0, 2, 18, 1873, 11977, 9345, 27133, 4}
{1, 8, 0., 858.3491435185185, 0., 858.3491435185185, 0, 2, 0, 2, 0, 2, 0, 2, 0, 0, 15, 0, 29, 5}
{7, 11, 0., 390.3808333333333, 0., 390.3808333333333, 0, 10, 0, 8, 0, 10, 0, 9, 1, 1, 31, 19, 177, 1}
{3, 14, 621.3180787037037, 799.515011574074, 0., 178.1552662037037, 445, 514, 0, 2, 79, 89, 0, 2, 52, 9749, 11175, 33421, 35309, 5}
{0, 2, 303.93237268518516, 933.4122685185185, 0.24505787037037038, 629.7249537037037, 90, 494, 1, 3, 7, 113, 0, 2, 8, 441, 2320, 755, 3180, 1}
{0, 2, 200.30302083333333, 396.696875, 0., 196.3521875, 178, 269, 0, 0, 26, 42, 0, 2, 28, 1619, 3239, 2869, 5411, 1}
{3, 6, 377.79980324074074, 491.97726851851854, 0., 114.13579861111111, 33, 39, 0, 3, 6, 8, 0, 2, 11, 165, 182, 265, 290, 6}
{9, 11, 344.6895486111111, 1042.0786689814815, 0., 697.3891203703704, 437, 1000, 0, 5, 54, 104, 0, 1, 41, 4231, 8826, 7617, 15564, 8}
{3, 9, 0., 545.4437268518518, 0., 545.4437268518518, 0, 3, 0, 2, 0, 3, 0, 1, 0, 0, 10, 0, 34, 4}
{2, 4, 1012.8533564814815, 1279.5247222222222, 0., 266.6296990740741, 798, 840, 0, 5, 242, 255, 0, 2, 93, 5601, 5810, 10763, 11168, 10}
{2, 6, 662.5488657407408, 929.2968981481481, 413.20734953703703, 679.9553819444444, 97, 120, 12, 13, 49, 56, 0, 1, 21, 1369, 1438, 2735, 2850, 1}
{5, 8, 36.44914351851852, 149.5097685185185, 0., 113.01895833333333, 5, 10, 0, 3, 0, 1, 0, 1, 3, 11, 14, 13, 58, 5}
{6, 8, 54.644930555555554, 172.19166666666666, 44.83140046296296, 162.37813657407406, 37, 57, 7, 10, 10, 16, 3, 6, 25, 33, 76, 149, 250, 0}
{4, 7, 0., 651.5204050925926, 0., 651.5204050925926, 0, 1, 0, 1, 0, 2, 0, 2, 1, 3, 10, 11, 20, 1}
{3, 10, 583.629386574074, 788.3779398148148, 0., 204.70688657407408, 176, 221, 0, 2, 1, 3, 0, 2, 35, 897, 1092, 1749, 2074, 2}
{0, 2, 214.0727662037037, 1052.445763888889, 0., 838.3313310185185, 174, 226, 0, 2, 24, 31, 0, 1, 28, 729, 863, 1295, 1491, 5}
{1, 4, 394.8122800925926, 941.1496527777778, 20.31946759259259, 566.6568402777777, 59, 107, 7, 34, 7, 10, 0, 2, 9, 1356, 1432, 10338, 10452, 4}
{0, 1, 753.1647800925925, 1292.5614930555555, 0., 539.3550462962963, 660, 726, 0, 3, 7, 16, 0, 2, 68, 2663, 2943, 4175, 4689, 2}
{3, 2, 413.8420023148148, 901.1840509259259, 0., 487.30038194444444, 102, 324, 0, 3, 14, 35, 0, 2, 15, 1178, 8380, 10600, 34272, 8}
{2, 8, 218.7267824074074, 669.0105787037037, 0., 450.24212962962963, 5, 80, 0, 0, 12, 46, 0, 2, 4, 36, 4238, 114, 21640, 1}
{3, 7, 137.1707986111111, 337.537962962963, 86.31099537037036, 286.67815972222223, 271, 448, 2, 5, 31, 56, 0, 1, 32, 1059, 4787, 1763, 44227, 0}
{1, 1, 214.52459490740742, 1116.6954398148148, 0., 902.1291782407408, 0, 999, 0, 0, 6, 164, 0, 1, 4, 29, 5966, 73, 8428, 7}
{1, 2, 105.07138888888889, 452.3715625, 0., 347.3001736111111, 0, 1000, 0, 1, 76, 558, 0, 3, 28, 5999, 76784, 40569, 294614, 1}
{2, 6, 1.357014241*^9, 41.387256944444445, 380.67137731481483, 0., 339.2841203703704, 18, 23, 0, 1, 2, 3, 0, 1, 2, 223, 234, 287, 300, 1}
{4, 6, 497.50817129629627, 1371.978287037037, 0., 874.428449074074, 69, 510, 0, 2, 4, 32, 0, 1, 19, 291, 4520, 561, 6348, 5}
{0, 3, 237.1257175925926, 898.2317824074074, 0.1728009259259259, 661.2788657407407, 146, 262, 1, 8, 6, 16, 0, 2, 16, 537, 979, 853, 1675, 1}
{7, 13, 737.4527083333334, 1552.174224537037, 0., 814.6798495370371, 129, 992, 0, 2, 100, 146, 0, 2, 67, 3293, 9346, 7245, 17536, 3}
{3, 7, 53.54130787037037, 946.2181481481482, 0., 892.6351736111111, 3, 11, 0, 1, 2, 4, 0, 1, 3, 31, 51, 49, 85, 4}
{7, 35, 579.4585648148148, 1470.1050925925927, 0., 890.6048611111111, 976, 1000, 0, 1, 34, 41, 0, 2, 25, 3380, 4210, 5398, 11676, 12}
{6, 9, 57.971863425925925, 132.2981712962963, 0., 74.2846412037037, 25, 50, 0, 3, 7, 13, 0, 2, 12, 1143, 1387, 2157, 2535, 1}
{3, 5, 246.32144675925926, 861.6528587962963, 40.93188657407408, 656.2632986111112, 165, 209, 8, 14, 49, 71, 0, 1, 19, 2060, 4466, 6378, 16510, 0}
{1, 4, 559.7280671296296, 756.2504513888889, 551.9835648148148, 748.5059490740741, 561, 724, 5, 6, 55, 65, 0, 2, 50, 2247, 2875, 3905, 5069, 2}
{2, 4, 243.0437962962963, 1071.6040625, 0., 828.5185995370371, 155, 326, 0, 1, 71, 145, 0, 2, 12, 7515, 16521, 62931, 101739, 13}
{8, 7, 341.670775462963, 708.2848032407408, 0., 366.6140277777778, 0, 27, 0, 2, 2, 16, 0, 2, 3, -5, 159, 45, 447, 5}
{8, 9, 1.9811921296296295, 500.74810185185186, 0., 498.72524305555555, 5, 6, 0, 1, 0, 3, 0, 3, 5, 6, 31, 6, 47, 4}
{3, 3, 507.15674768518517, 933.6898958333334, 465.75694444444446, 892.2900925925926, 277, 303, 88, 93, 8, 10, 2, 3, 33, 1148, 1354, 1714, 1986, 0}
{1, 1, 99.04462962962963, 714.3663541666666, 56.73515046296296, 672.056875, 9, 186, 4, 139, 1, 5, 0, 2, 5, 109, 369, 187, 749, 0}
{1, 7, 34.7396875, 672.2863657407407, 0., 637.5466782407408, 6, 105, 0, 0, 2, 11, 0, 1, 8, 52, 403, 72, 551, 2}
{0, 1, 1.365916941*^9, 449.8965162037037, 686.5499189814815, 0., 236.6117361111111, 165, 427, 0, 2, 9, 20, 0, 2, 20, 650, 2109, 1176, 3727, 4}
{0, 4, 82.2296875, 315.46403935185185, 0., 233.19268518518518, 66, 180, 0, 0, 7, 24, 0, 2, 32, 251, 625, 361, 965, 1}
{5, 10, 281.14913194444443, 443.59872685185184, 0., 162.40792824074074, 63, 171, 0, 6, 5, 17, 0, 2, 17, 243, 767, 349, 1183, 3}
{1, 3, 127.60116898148148, 766.9866435185185, 0., 639.385474537037, 33, 383, 0, 1, 3, 15, 0, 1, 20, 186, 2811, 272, 4089, 3}
{5, 11, 54.047858796296296, 197.72041666666667, 0., 143.6308912037037, 5, 39, 0, 4, 0, 3, 0, 2, 3, 6, 86, 10, 146, 3}
{2, 17, 276.09596064814815, 459.4059027777778, 0., 183.26827546296298, 92, 238, 0, 1, 15, 30, 0, 2, 22, 1010, 5134, 1348, 8762, 3}
{3, 4, 358.7337615740741, 509.0382986111111, 0.18741898148148148, 150.49195601851852, 7, 10, 3, 6, 3, 5, 0, 2, 6, 13, 19, 21, 37, 0}
{1, 3, 795.587650462963, 1062.107673611111, 566.8842013888889, 833.4042245370371, 58, 84, 4, 9, 26, 38, 0, 2, 28, 1110, 1224, 17708, 17918, 6}
{10, 82, 187.08648148148148, 764.5968865740741, 57.00314814814815, 634.5135532407407, 141, 622, 0, 32, 20, 95, 1, 7, 25, 851, 5068, 1553, 8026, 15}
{1, 7, 734.3145023148148, 835.7034953703703, 0., 101.34732638888889, 218, 237, 0, 1, 14, 18, 0, 2, 48, 964, 1268, 1382, 1790, 2}
{2, 4, 180.05787037037038, 915.3230439814815, 0., 735.2651736111111, 17, 90, 0, 2, 0, 17, 0, 1, 6, 108, 514, 150, 754, 4}
{2, 10, 6.6630671296296295, 864.0625925925926, 0., 857.3578587962963, 1, 28, 0, 2, 1, 4, 0, 1, 1, 1, 161, 13, 355, 5}
{1, 3, 339.6374421296296, 684.9111689814815, 0., 345.27372685185185, 0, 132, 0, 7, 2, 15, 0, 2, 2, 5, 576, 13, 768, 8}
{0, 8, 1.338341728*^9, 535.9213310185186, 1091.2687152777778, 139.17952546296297, 694.5269097222222, 260, 334, 77, 93, 19, 36, 4, 6, 28, 831, 1302, 1211, 1882, 1}
{1, 1, 86.32601851851852, 179.6994097222222, 48.362175925925925, 141.73556712962963, 80, 99, 10, 13, 7, 10, 2, 4, 9, 2687, 2904, 6683, 7214, 3}
{1, 5, 0.045578703703703705, 641.2195717592592, 0.045578703703703705, 641.2195717592592, 0, 7, 0, 7, 1, 4, 1, 4, 1, 5, 44, 5, 52, 0}
{0, 5, 175.23461805555556, 907.77, 95.88465277777777, 828.4200347222222, 83, 531, 2, 2, 15, 85, 0, 2, 17, 319, 4217, 469, 16423, 1}
{5, 17, 1.378096035*^9, 854.7426273148149, 950.3583564814815, 0., 95.5740625, 456, 475, 0, 3, 18, 20, 0, 2, 34, 3707, 4135, 7027, 7707, 0}
{2, 4, 273.01475694444446, 1165.5931481481482, 0., 892.536724537037, 51, 274, 0, 3, 17, 89, 0, 1, 20, 353, 4701, 655, 8641, 1}
{1, 10, 425.0229513888889, 779.4373148148148, 2.6820601851851853, 357.0964236111111, 152, 309, 1, 4, 45, 65, 0, 2, 52, 1648, 2257, 3314, 4399, 4}
{2, 2, 294.6312384259259, 805.3466666666667, 0., 510.6737615740741, 46, 106, 0, 2, 9, 45, 0, 2, 14, 163, 1138, 415, 2470, 7}
{4, 13, 395.0784027777778, 643.5472222222222, 29.169097222222224, 277.6379166666667, 196, 412, 5, 17, 45, 74, 0, 2, 42, 2303, 4957, 3771, 8055, 18}
{1, 1, 166.16283564814816, 1023.4704861111111, 0., 857.2659837962963, 47, 101, 0, 5, 5, 13, 0, 2, 7, 92, 1022, 122, 1798, 2}
{2, 5, 77.33824074074074, 628.4884143518518, 0., 551.1085069444445, 361, 998, 0, 4, 45, 143, 0, 2, 48, 2461, 6535, 4637, 10967, 1}
{1, 3, 346.0453703703704, 940.5294328703703, 0., 594.4423958333333, 13, 48, 0, 4, 1, 4, 0, 2, 7, 81, 183, 135, 343, 3}
{3, 5, 371.14181712962966, 1049.5427430555555, 122.04037037037037, 800.4412962962963, 173, 190, 4, 7, 65, 74, 3, 5, 27, 2302, 2483, 14010, 14321, 1}
{3, 8, 9.89482638888889, 731.2627546296296, 0., 721.3679282407408, 7, 8, 0, 1, 1, 2, 0, 1, 2, 19, 20, 25, 26, 2}
{3, 11, 58.38197916666667, 881.6685648148148, 0., 823.2449189814815, 9, 191, 0, 26, 1, 16, 0, 3, 5, 11, 945, 37, 1627, 3}
{0, 2, 0.9859027777777778, 569.2565625, 0.9859027777777778, 569.2565625, 2, 5, 2, 5, 0, 2, 0, 2, 1, 2, 18, 2, 22, 2}
{1, 6, 1245.3062037037037, 1614.6999189814815, 0., 369.3937152777778, 127, 211, 0, 6, 3, 5, 0, 1, 28, 591, 1201, 891, 1783, 0}
{2, 8, 5.370960648148148, 719.0367592592593, 0.022314814814814815, 713.688113425926, 39, 71, 1, 4, 7, 9, 0, 2, 6, 100, 161, 140, 241, 3}
{0, 10, 1319.9990162037036, 1933.4439583333333, 0., 613.4079976851851, 61, 1000, 0, 4, 29, 39, 0, 1, 39, 245, 2632, 817, 6006, 6}
{0, 1, 753.7155092592593, 1101.0539814814815, 477.2528587962963, 824.5913310185185, 0, 1000, 0, 4, 57, 75, 2, 3, 36, 1044, 8349, 2216, 15451, 0}
{0, 2, 52.05667824074074, 926.0560648148148, 0., 873.9577199074074, 4, 337, 0, 12, 2, 30, 0, 1, 3, 2, 1071, 42, 1759, 0}
{4, 12, 66.52534722222222, 974.1320486111111, 4.6495138888888885, 912.2562152777778, 86, 322, 1, 3, 4, 42, 0, 1, 16, 230, 2458, 494, 4256, 5}
{0, 2, 886.4188773148148, 1556.027511574074, 0., 669.6086342592592, 704, 992, 0, 2, 113, 133, 0, 2, 55, 4210, 6026, 7152, 9770, 3}
{10, 25, 1.373584204*^9, 881.7178819444445, 1029.1561342592593, 279.96653935185185, 427.40479166666665, 916, 988, 2, 5, 63, 68, 0, 2, 91, 10656, 11278, 55090, 56128, 12}
{2, 4, 4.0375, 795.5879166666666, 0., 791.50875, 2, 10, 0, 4, 0, 3, 0, 3, 2, 2, 21, 2, 33, 5}
{1, 2, 95.0244212962963, 934.6774768518519, 0., 839.6113888888889, 0, 1000, 0, 1, 26, 134, 0, 2, 13, 511, 9971, 1241, 16913, 2}
{2, 7, 0., 502.67413194444447, 0., 502.67413194444447, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 4, 0, 8, 2}
{0, 1, 204.91694444444445, 902.1987962962963, 0., 697.2818518518518, 0, 1000, 0, 0, 11, 95, 0, 2, 8, 28, 2612, 122, 4688, 4}
{2, 11, 108.06840277777778, 787.7367824074074, 9.063055555555556, 688.7314351851852, 0, 1000, 0, 0, 6, 25, 1, 2, 4, 74, 7556, 112, 13208, 3}
{6, 6, 227.46297453703704, 713.0995833333334, 0., 485.59494212962966, 251, 285, 0, 2, 30, 36, 0, 2, 27, 1480, 1611, 3184, 3905, 1}
{2, 5, 0., 889.7202662037037, 0., 889.7202662037037, 0, 1, 0, 1, 0, 2, 0, 1, 0, 0, 7, 0, 17, 3}
{0, 2, 0., 888.2607870370371, 0., 888.2607870370371, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 3, 0, 3, 2}
{4, 15, 447.31008101851853, 527.6711226851852, 0., 80.319375, 202, 221, 0, 3, 28, 31, 0, 2, 25, 1261, 1433, 2417, 2711, 6}
{2, 4, 1.372729287*^9, 888.3973958333333, 1045.676574074074, 689.3267129629629, 846.6058912037037, 963, 998, 15, 17, 11, 12, 1, 2, 59, 3341, 3508, 5473, 5690, 4}
{0, 4, 2.5099537037037036, 877.6311342592593, 2.5099537037037036, 877.6311342592593, 5, 9, 5, 9, 0, 2, 0, 2, 1, 17, 37, 35, 55, 0}
{3, 3, 204.94050925925927, 1003.3146064814815, 0., 798.3324305555556, 282, 849, 0, 2, 0, 6, 0, 1, 14, 688, 3684, 1378, 6106, 3}
{5, 4, 25.268356481481483, 176.59994212962962, 0., 151.2899189814815, 1, 7, 0, 2, 0, 3, 0, 1, 1, 2, 4, 14, 46, 0}
{5, 8, 1464.5909606481482, 1545.032002314815, 114.09630787037037, 194.53734953703704, 728, 834, 9, 14, 7, 9, 0, 1, 46, 3671, 4070, 6503, 7252, 10}
{2, 4, 66.15856481481481, 442.22925925925927, 56.08336805555555, 432.1540625, 8, 11, 2, 4, 2, 3, 0, 1, 4, 11, 16, 31, 36, 3}
{1, 5, 429.074375, 786.3287615740741, 0.07738425925925926, 357.33177083333334, 55, 80, 2, 2, 5, 7, 0, 2, 13, 394, 919, 710, 1599, 1}
{1, 3, 776.7934027777778, 868.1078703703704, 617.2299074074074, 708.544375, 321, 323, 9, 9, 154, 156, 0, 1, 84, 2846, 2878, 5582, 5640, 0}
{4, 12, 155.28582175925925, 943.0070833333333, 0., 787.6795949074074, 266, 998, 0, 3, 57, 158, 0, 2, 21, 1979, 8664, 7091, 30934, 9}
{3, 3, 1325.1175810185184, 1432.410138888889, 0., 107.2508912037037, 717, 993, 0, 1, 29, 30, 0, 1, 59, 2411, 3822, 4669, 7686, 2}
{4, 6, 1.378226261*^9, 143.6758449074074, 237.32784722222223, 0., 93.61033564814815, 66, 73, 0, 2, 13, 15, 0, 1, 10, 334, 355, 466, 511, 7}
{1, 2, 317.5775115740741, 662.9667476851852, 0., 345.38923611111113, 711, 998, 0, 1, 68, 86, 0, 2, 50, 5727, 7176, 9385, 11596, 1}
{2, 24, 77.32114583333333, 486.67885416666667, 0., 409.31604166666665, 53, 383, 0, 2, 6, 24, 0, 2, 7, 168, 2079, 244, 3119, 3}
{3, 4, 0., 442.52113425925927, 0., 442.52113425925927, 0, 1, 0, 1, 0, 2, 0, 2, 0, 0, 6, 0, 18, 0}
{1, 2, 322.3689351851852, 1162.7509143518519, 6.195532407407407, 846.577511574074, 134, 850, 4, 32, 7, 45, 0, 2, 22, 1062, 7589, 1806, 11843, 0}
{1, 3, 1.358453437*^9, 231.91909722222223, 680.1023032407408, 125.4287037037037, 573.6119097222222, 85, 132, 1, 3, 5, 13, 0, 2, 14, 3562, 3786, 16934, 17316, 5}
{0, 1, 258.0189236111111, 842.4725578703703, 106.83255787037037, 691.2861921296296, 248, 767, 16, 18, 4, 14, 1, 2, 29, 879, 2505, 1219, 3887, 3}
{0, 2, 0., 879.3774652777778, 0., 879.3774652777778, 0, 12, 0, 12, 0, 1, 0, 1, 0, 0, 17, 0, 25, 13}
{3, 9, 163.78359953703705, 1075.1379976851852, 0., 911.3127314814815, 0, 993, 0, 0, 19, 75, 0, 2, 12, 94, 11345, 350, 22959, 2}
{0, 2, 136.11766203703704, 493.6774189814815, 0., 357.5597569444444, 0, 1000, 0, 0, 34, 84, 0, 2, 11, 158, 4349, 390, 8961, 3}
{2, 6, 200.76820601851853, 984.0441435185185, 0., 783.2342708333333, 0, 1000, 0, 0, 64, 257, 0, 2, 25, 569, 6712, 1471, 13896, 9}
{1, 3, 415.52791666666667, 541.9229398148149, 0., 126.35335648148148, 114, 139, 0, 14, 27, 37, 0, 2, 47, 461, 543, 845, 1043, 0}
{2, 8, 1021.1504282407408, 1767.3956828703704, 0., 746.2452546296296, 134, 261, 0, 2, 15, 25, 0, 1, 29, 360, 1135, 642, 1709, 5}
{5, 5, 1470.6773726851852, 2172.105428240741, 0., 701.4280555555556, 156, 256, 0, 1, 40, 62, 0, 2, 27, 1101, 2203, 1977, 3725, 12}
{6, 14, 810.4400694444445, 940.0427083333333, 4.669513888888889, 134.2721527777778, 86, 93, 1, 3, 30, 31, 0, 1, 19, 432, 449, 1280, 1317, 4}
{3, 15, 990.687511574074, 1116.2658796296296, 0., 125.53670138888889, 205, 214, 0, 1, 21, 22, 0, 1, 48, 1267, 1354, 1713, 1810, 5}
{2, 4, 424.6579861111111, 799.0975462962963, 0., 374.4395601851852, 554, 1000, 0, 1, 46, 53, 0, 1, 26, 1760, 2347, 2560, 3913, 0}
{0, 2, 92.05883101851852, 865.8771412037037, 0., 773.7766435185185, 240, 716, 0, 4, 8, 34, 0, 2, 13, 1027, 3702, 1507, 5752, 5}
{0, 2, 469.7665162037037, 1132.1388310185184, 0., 662.3723148148148, 237, 278, 0, 2, 27, 34, 0, 2, 39, 1721, 2506, 3247, 4326, 5}
{0, 6, 0., 888.4024421296297, 0., 888.4024421296297, 0, 6, 0, 6, 0, 2, 0, 2, 0, 0, 18, 0, 28, 15}
{5, 11, 259.0448842592593, 445.38608796296296, 0., 186.29953703703703, 52, 77, 0, 0, 3, 6, 0, 1, 10, 1451, 1797, 2009, 2769, 3}
{5, 9, 11.471828703703704, 800.0844560185185, 0., 788.5709606481481, 3, 111, 0, 1, 0, 6, 0, 1, 1, 4, 780, 4, 1224, 7}
{3, 6, 179.99231481481482, 812.3072453703704, 0., 632.2732638888889, 144, 165, 0, 3, 14, 17, 0, 2, 20, 441, 562, 659, 806, 4}
{3, 19, 122.50746527777778, 458.90126157407406, 0., 336.3937962962963, 10, 197, 0, 5, 4, 36, 0, 3, 5, 83, 2133, 149, 3659, 6}
{0, 3, 693.4228472222222, 1207.8427546296296, 202.80248842592593, 717.2223958333333, 117, 194, 2, 16, 0, 4, 0, 1, 14, 542, 894, 806, 1316, 2}
{0, 1, 172.7956597222222, 389.12958333333336, 10.976145833333334, 227.31006944444445, 52, 354, 1, 4, 13, 57, 0, 1, 25, 504, 2297, 808, 3723, 0}
{2, 5, 445.2131365740741, 1023.5197106481481, 0., 578.2649074074075, 133, 276, 0, 2, 53, 67, 0, 2, 27, 1180, 2203, 3146, 4649, 2}
{3, 10, 1.3545423*^9, 294.52685185185186, 663.0963541666666, 0., 368.5695023148148, 0, 1000, 0, 0, 82, 181, 0, 1, 29, 5686, 26435, 24364, 106395, 3}
{2, 4, 70.7646412037037, 624.3067013888889, 0., 553.5003935185185, 12, 81, 0, 0, 3, 31, 0, 2, 8, 85, 2529, 221, 4601, 2}
{3, 5, 92.78965277777777, 190.264375, 92.11521990740741, 189.58994212962963, 455, 558, 12, 12, 23, 31, 1, 2, 69, 1207, 1446, 2569, 2988, 0}
{2, 2, 678.065625, 899.5718287037037, 0., 221.46453703703705, 59, 86, 0, 3, 9, 15, 0, 2, 11, 643, 776, 4047, 4252, 6}
{1, 2, 60.162141203703705, 819.507199074074, 0., 759.3450578703704, 31, 150, 0, 2, 3, 13, 0, 1, 14, 103, 808, 263, 1174, 4}
{0, 3, 0.3713310185185185, 882.0706597222222, 0.3713310185185185, 882.0706597222222, 3, 371, 3, 114, 1, 29, 0, 1, 2, 7, 824, 7, 1388, 0}
{0, 2, 1.370154951*^9, 442.6493287037037, 629.823275462963, 0., 187.1322800925926, 656, 817, 0, 4, 54, 82, 0, 3, 52, 3782, 4343, 13230, 14145, 0}
{4, 11, 0., 704.7202546296296, 0., 704.7202546296296, 0, 10, 0, 6, 0, 1, 0, 1, 1, 11, 110, 15, 156, 6}
{0, 11, 1154.7570949074075, 1670.2119212962964, 0., 515.4131597222222, 0, 999, 0, 0, 594, 922, 0, 2, 108, 11136, 28626, 27506, 111944, 3}
{3, 3, 0., 467.4150810185185, 0., 467.4150810185185, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 7, 3}
{5, 6, 232.7370138888889, 1065.142638888889, 0., 832.3639583333334, 337, 800, 0, 4, 79, 127, 0, 1, 64, 2509, 5060, 5075, 9466, 16}
{1, 3, 0.48412037037037037, 634.3756365740741, 0., 633.849849537037, 1, 16, 0, 1, 0, 3, 0, 2, 1, 2, 39, 2, 65, 8}
